idx,tag,band,song,drum_tempo_bpm,bestdori_id,official_bpm,n_unique_bpm,estimated_bpm,final_bpm,bpm_source
264,mygo__264,mygo,歌いましょう鳴らしましょう,110.0,542.0,222.0,1.0,220.0,222.0,official
265,mygo__265,mygo,潜在表明,136.0,698.0,135.0,1.0,136.0,135.0,official
266,mygo__266,mygo,音一会,99.4,668.0,200.0,1.0,198.8,200.0,official
267,mygo__267,mygo,春日影 (MyGO!!!!! ver.),97.5,667.0,97.0,3.0,195.0,97.0,official
268,mygo__268,mygo,詩超絆,95.7,522.0,190.0,2.0,191.4,190.0,official
269,mygo__269,mygo,迷路日々,129.2,525.0,260.0,1.0,129.2,260.0,official
270,mygo__270,mygo,無路矢,120.2,796.0,120.0,1.0,120.2,120.0,official
271,mygo__271,mygo,名無声,95.7,624.0,190.0,1.0,191.4,190.0,official
272,mygo__272,mygo,栞,87.6,513.0,88.0,8.0,175.2,88.0,official
273,mygo__273,mygo,歩拾道,129.2,642.0,130.0,1.0,129.2,130.0,official
274,mygo__274,mygo,明弦音,92.3,,,,184.6,184.6,estimated
275,mygo__275,mygo,孤壊牢,90.7,,,,181.4,181.4,estimated
276,mygo__276,mygo,霧周途,110.0,,,,220.0,220.0,estimated
277,mygo__277,mygo,端程山,90.7,754.0,181.0,3.0,181.4,181.0,official
278,mygo__278,mygo,処救生,95.7,553.0,191.0,1.0,191.4,191.0,official
279,mygo__279,mygo,輪符雨,152.0,580.0,154.0,1.0,152.0,154.0,official
280,mygo__280,mygo,夜隠染,112.3,,,,112.3,112.3,estimated
281,mygo__281,mygo,過惰幻,84.7,635.0,85.0,1.0,169.4,85.0,official
282,mygo__282,mygo,回層浮,99.4,,,,198.8,198.8,estimated
283,mygo__283,mygo,砂寸奏,90.7,,,,181.4,181.4,estimated
284,mygo__284,mygo,焚音打,95.7,684.0,190.0,1.0,191.4,190.0,official
285,mygo__285,mygo,残痕字,87.6,715.0,175.0,1.0,175.2,175.0,official
286,mygo__286,mygo,掌心正銘,92.3,,,,184.6,184.6,estimated
287,mygo__287,mygo,証命讃歌,105.5,,,,211.0,211.0,estimated
288,mygo__288,mygo,エガクミライ,87.6,735.0,88.0,1.0,175.2,88.0,official
289,mygo__289,mygo,静降想,123.0,,,,123.0,123.0,estimated
290,mygo__290,mygo,聿日箋秋,90.7,683.0,182.0,3.0,181.4,182.0,official
291,mygo__291,mygo,往欄印,90.7,719.0,180.0,1.0,181.4,180.0,official
292,mygo__292,mygo,だれかの心臓になれたなら (Cover),72.8,680.0,145.0,1.0,145.6,145.0,official
293,mygo__293,mygo,遥か彼方 (Cover),87.6,644.0,175.0,4.0,175.2,175.0,official
294,mygo__294,mygo,雑踏、僕らの街 (Cover),86.1,633.0,171.0,1.0,172.2,171.0,official
295,mygo__295,mygo,過去を喰らう (Cover),94.0,781.0,187.0,1.0,188.0,187.0,official
296,mygo__296,mygo,君の神様になりたい。 (Cover),97.5,,,,195.0,195.0,estimated
297,mygo__297,mygo,ノンブレス・オブリージュ (Cover),73.8,590.0,148.0,1.0,147.6,148.0,official
298,mygo__298,mygo,swim (Cover),97.5,546.0,195.0,1.0,195.0,195.0,official
299,mygo__299,mygo,猛独が襲う (Cover),156.6,545.0,156.0,1.0,156.6,156.0,official
300,mygo__300,mygo,春日影,64.6,667.0,97.0,3.0,129.2,97.0,official
301,pastel_palettes__301,pastel_palettes,TITLE IDOL,143.6,303.0,145.0,1.0,143.6,145.0,official
302,pastel_palettes__302,pastel_palettes,ワクワクmeetsトリップ,136.0,193.0,137.0,1.0,136.0,137.0,official
303,pastel_palettes__303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,86.1,60.0,172.0,1.0,172.2,172.0,official
304,pastel_palettes__304,pastel_palettes,もういちど ルミナス,84.7,104.0,169.0,1.0,169.4,169.0,official
305,pastel_palettes__305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,86.1,210.0,172.0,1.0,172.2,172.0,official
306,pastel_palettes__306,pastel_palettes,天下トーイツ A to Z☆,152.0,125.0,153.0,1.0,152.0,153.0,official
307,pastel_palettes__307,pastel_palettes,しゅわりん☆どり〜みん,87.6,32.0,176.0,1.0,175.2,176.0,official
308,pastel_palettes__308,pastel_palettes,Power of LOVE!!!,87.6,290.0,175.0,1.0,175.2,175.0,official
309,pastel_palettes__309,pastel_palettes,きゅ～まい＊flower,92.3,186.0,183.0,1.0,184.6,183.0,official
310,pastel_palettes__310,pastel_palettes,Winking☆Cheer,99.4,264.0,100.0,1.0,198.8,100.0,official
311,pastel_palettes__311,pastel_palettes,ゆめゆめグラデーション,136.0,226.0,135.0,1.0,136.0,135.0,official
312,pastel_palettes__312,pastel_palettes,はなまる◎アンダンテ,166.7,34.0,166.0,1.0,166.7,166.0,official
313,pastel_palettes__313,pastel_palettes,パスパレボリューションず☆,87.6,33.0,174.0,1.0,175.2,174.0,official
314,pastel_palettes__314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,99.4,70.0,200.0,2.0,198.8,200.0,official
315,pastel_palettes__315,pastel_palettes,Wonderland Girl,136.0,106.0,137.0,1.0,136.0,137.0,official
316,pastel_palettes__316,pastel_palettes,ゼッタイ宣言～Recital～,89.1,148.0,177.0,1.0,178.2,177.0,official
317,pastel_palettes__317,pastel_palettes,ぎゅっDAYS♪,172.3,169.0,170.0,1.0,172.3,170.0,official
318,pastel_palettes__318,pastel_palettes,Wonderful Sweet!,83.4,242.0,167.0,1.0,166.8,167.0,official
319,pastel_palettes__319,pastel_palettes,るんっ♪てぃてぃー！,82.0,324.0,163.0,1.0,164.0,163.0,official
320,pastel_palettes__320,pastel_palettes,パッパレ☆人生！バーン万歳！,84.7,370.0,170.0,1.0,169.4,170.0,official
321,pastel_palettes__321,pastel_palettes,Brand new Pastel Road!,172.3,396.0,171.0,1.0,172.3,171.0,official
322,pastel_palettes__322,pastel_palettes,あこがれacross,95.7,420.0,190.0,1.0,191.4,190.0,official
323,pastel_palettes__323,pastel_palettes,ハレハレ☆フォーチュン,147.7,424.0,146.0,3.0,147.7,146.0,official
324,pastel_palettes__324,pastel_palettes,ハナヒバナ,95.7,437.0,95.0,1.0,191.4,95.0,official
325,pastel_palettes__325,pastel_palettes,そばかす,84.7,44.0,170.0,1.0,169.4,170.0,official
326,pastel_palettes__326,pastel_palettes,気まぐれロマンティック,112.3,116.0,170.0,1.0,112.3,170.0,official
327,pastel_palettes__327,pastel_palettes,ドリームパレード,86.1,19.0,172.0,1.0,172.2,172.0,official
328,pastel_palettes__328,pastel_palettes,ラムのラブソング,120.2,336.0,180.0,1.0,120.2,180.0,official
329,pastel_palettes__329,pastel_palettes,DANCE! おジャ魔女,152.0,298.0,152.0,1.0,152.0,152.0,official
330,pastel_palettes__330,pastel_palettes,DISCOTHEQUE,143.6,145.0,143.0,1.0,143.6,143.0,official
331,pastel_palettes__331,pastel_palettes,ゆりゆららららゆるゆり大事件,87.6,152.0,175.0,1.0,175.2,175.0,official
332,pastel_palettes__332,pastel_palettes,SAKURAスキップ,82.0,101.0,165.0,1.0,164.0,165.0,official
333,pastel_palettes__333,pastel_palettes,Stay Alive,139.7,228.0,140.0,1.0,139.7,140.0,official
334,pastel_palettes__334,pastel_palettes,秘密の扉から会いにきて,92.3,419.0,184.0,1.0,184.6,184.0,official
335,pastel_palettes__335,pastel_palettes,トリドリ＊パレット,89.1,604.0,178.0,1.0,178.2,178.0,official
336,pastel_palettes__336,pastel_palettes,ドラマチック！アライブ,92.3,582.0,185.0,1.0,184.6,185.0,official
337,pastel_palettes__337,pastel_palettes,Radiate Warriors,129.2,572.0,130.0,1.0,129.2,130.0,official
338,pastel_palettes__338,pastel_palettes,ReReReエボリューションず☆,94.0,583.0,188.0,3.0,188.0,188.0,official
339,pastel_palettes__339,pastel_palettes,everyday flower,136.0,548.0,136.0,2.0,136.0,136.0,official
340,pastel_palettes__340,pastel_palettes,With〜きみとわたしたちの物語〜,94.0,621.0,187.0,2.0,188.0,187.0,official
341,pastel_palettes__341,pastel_palettes,フレっとパレットFight Song!!,143.6,603.0,145.0,1.0,143.6,145.0,official
342,pastel_palettes__342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,139.7,687.0,140.0,1.0,139.7,140.0,official
343,pastel_palettes__343,pastel_palettes,ホワイト ノスタルジア,139.7,645.0,138.0,1.0,139.7,138.0,official
344,pastel_palettes__344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),105.5,694.0,210.0,2.0,211.0,210.0,official
345,pastel_palettes__345,pastel_palettes,奏（かなで） (Cover),152.0,162.0,75.0,1.0,152.0,75.0,official
346,pastel_palettes__346,pastel_palettes,Sparkling Daydream (Cover),87.6,395.0,175.0,1.0,175.2,175.0,official
347,pastel_palettes__347,pastel_palettes,春を告げる (Cover),120.2,405.0,120.0,1.0,120.2,120.0,official
348,pastel_palettes__348,pastel_palettes,だから、ひとりじゃない (Cover),90.7,454.0,180.0,1.0,181.4,180.0,official
349,pastel_palettes__349,pastel_palettes,サインはB (Cover),87.6,637.0,175.0,1.0,175.2,175.0,official
350,pastel_palettes__350,pastel_palettes,愛包ダンスホール (Cover),139.7,651.0,141.0,1.0,139.7,141.0,official
351,pastel_palettes__351,pastel_palettes,最上級にかわいいの！ (Cover),166.7,675.0,168.0,1.0,166.7,168.0,official
352,pastel_palettes__352,pastel_palettes,♡桃色片想い♡ (Cover),152.0,745.0,154.0,1.0,152.0,154.0,official
353,pastel_palettes__353,pastel_palettes,金曜日のおはよう (Cover),152.0,779.0,150.0,1.0,152.0,150.0,official
354,pastel_palettes__354,pastel_palettes,魔法少女とチョコレゐト (Cover),152.0,564.0,150.0,1.0,152.0,150.0,official
355,pastel_palettes__355,pastel_palettes,可愛くてごめん (Cover),161.5,533.0,160.0,1.0,161.5,160.0,official
356,pastel_palettes__356,pastel_palettes,からくりピエロ (Cover),101.3,213.0,102.0,1.0,202.6,102.0,official
357,pastel_palettes__357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),161.5,124.0,160.0,1.0,161.5,160.0,official
358,pastel_palettes__358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),161.5,260.0,160.0,1.0,161.5,160.0,official
359,pastel_palettes__359,pastel_palettes,アイドル (Cover),166.7,587.0,166.0,1.0,166.7,166.0,official
360,pastel_palettes__360,pastel_palettes,secret base ～君がくれたもの～ (Cover),143.6,18.0,144.0,1.0,143.6,144.0,official
361,pastel_palettes__361,pastel_palettes,ふわふわ時間 (Cover),90.7,59.0,180.0,1.0,181.4,180.0,official
362,pastel_palettes__362,pastel_palettes,Fantastic future (Cover),86.1,129.0,172.0,1.0,172.2,172.0,official
363,pastel_palettes__363,pastel_palettes,Baby Sweet Berry Love (Cover),84.7,176.0,170.0,1.0,169.4,170.0,official
364,pastel_palettes__364,pastel_palettes,Q＆A　リサイタル！ (Cover),90.7,167.0,182.0,1.0,181.4,182.0,official
365,pastel_palettes__365,pastel_palettes,ヒトリゴト (Cover),166.7,384.0,165.0,1.0,166.7,165.0,official
366,pastel_palettes__366,pastel_palettes,惑星ループ (Cover),84.7,501.0,170.0,1.0,169.4,170.0,official
367,pastel_palettes__367,pastel_palettes,世界は恋に落ちている (Cover),129.2,79.0,130.0,1.0,129.2,130.0,official
368,pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),126.0,85.0,127.0,1.0,126.0,127.0,official
369,pastel_palettes__369,pastel_palettes,春擬き (Cover),172.3,198.0,174.0,1.0,172.3,174.0,official
370,pastel_palettes__370,pastel_palettes,Make it! (Cover),86.1,315.0,172.0,1.0,172.2,172.0,official
371,pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),161.5,238.0,160.0,1.0,161.5,160.0,official
372,pastel_palettes__372,pastel_palettes,夜に駆ける (Cover),129.2,317.0,130.0,1.0,129.2,130.0,official
373,pastel_palettes__373,pastel_palettes,徒花ネクロマンシー (Cover),86.1,342.0,172.0,1.0,172.2,172.0,official
374,pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),166.7,274.0,165.0,1.0,166.7,165.0,official
375,poppin_party__375,poppin_party,Yes! BanG_Dream!,92.3,1.0,185.0,1.0,184.6,185.0,official
376,poppin_party__376,poppin_party,STAR BEAT!～ホシノコドウ～,97.5,2.0,195.0,1.0,195.0,195.0,official
377,poppin_party__377,poppin_party,走り始めたばかりのキミに,166.7,12.0,125.0,1.0,166.7,125.0,official
378,poppin_party__378,poppin_party,ティアドロップス,95.7,4.0,190.0,1.0,191.4,190.0,official
379,poppin_party__379,poppin_party,ときめきエクスペリエンス！,90.7,24.0,180.0,1.0,181.4,180.0,official
380,poppin_party__380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,90.7,25.0,180.0,1.0,181.4,180.0,official
381,poppin_party__381,poppin_party,私の心はチョココロネ,132.5,115.0,134.0,1.0,132.5,134.0,official
382,poppin_party__382,poppin_party,前へススメ！,90.7,43.0,181.0,1.0,181.4,181.0,official
383,poppin_party__383,poppin_party,夢みるSunflower,82.0,45.0,164.0,1.0,164.0,164.0,official
384,poppin_party__384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,178.2,,,,178.2,178.2,estimated
385,poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,107.7,,,,215.4,215.4,estimated
386,poppin_party__386,poppin_party,Time Lapse,95.7,73.0,192.0,1.0,191.4,192.0,official
387,poppin_party__387,poppin_party,八月のif,120.2,64.0,120.0,1.0,120.2,120.0,official
388,poppin_party__388,poppin_party,クリスマスのうた,139.7,91.0,138.0,2.0,139.7,138.0,official
389,poppin_party__389,poppin_party,B.O.F,87.6,92.0,175.0,1.0,175.2,175.0,official
390,poppin_party__390,poppin_party,CiRCLING,79.5,95.0,160.0,1.0,159.0,160.0,official
391,poppin_party__391,poppin_party,二重の虹(ダブル レインボウ),94.0,122.0,188.0,1.0,188.0,188.0,official
392,poppin_party__392,poppin_party,最高(さあ行こう)！,90.7,130.0,180.0,1.0,181.4,180.0,official
393,poppin_party__393,poppin_party,ガールズコード,126.0,143.0,125.0,1.0,126.0,125.0,official
394,poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,84.7,,,,169.4,169.4,estimated
395,poppin_party__395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,161.5,,,,161.5,161.5,estimated
396,poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,87.6,,,,175.2,175.2,estimated
397,poppin_party__397,poppin_party,Breakthrough!,92.3,278.0,184.0,1.0,184.6,184.0,official
398,poppin_party__398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,95.7,,,,191.4,191.4,estimated
399,poppin_party__399,poppin_party,イニシャル,95.7,232.0,193.0,1.0,191.4,193.0,official
400,poppin_party__400,poppin_party,Hello! Wink!,152.0,219.0,152.0,1.0,152.0,152.0,official
401,poppin_party__401,poppin_party,Step×Step!,147.7,244.0,148.0,1.0,147.7,148.0,official
402,poppin_party__402,poppin_party,Jumpin',97.5,170.0,195.0,6.0,195.0,195.0,official
403,poppin_party__403,poppin_party,White Afternoon,143.6,234.0,145.0,1.0,143.6,145.0,official
404,poppin_party__404,poppin_party,キラキラスター！,74.9,,,,149.8,149.8,estimated
405,poppin_party__405,poppin_party,Returns,92.3,180.0,185.0,10.0,184.6,185.0,official
406,poppin_party__406,poppin_party,Dreamers Go!,92.3,182.0,185.0,1.0,184.6,185.0,official
407,poppin_party__407,poppin_party,キズナミュージック♪,94.0,158.0,189.0,1.0,188.0,189.0,official
408,poppin_party__408,poppin_party,ミライトレイン,87.6,265.0,176.0,1.0,175.2,176.0,official
409,poppin_party__409,poppin_party,夢を撃ち抜く瞬間に！,101.3,239.0,203.0,6.0,202.6,203.0,official
410,poppin_party__410,poppin_party,ぽっぴん'しゃっふる,110.0,3.0,220.0,1.0,220.0,220.0,official
411,poppin_party__411,poppin_party,夏空 SUN! SUN! SEVEN!,87.6,5.0,176.0,1.0,175.2,176.0,official
412,poppin_party__412,poppin_party,1000回潤んだ空,90.7,13.0,182.0,1.0,181.4,182.0,official
413,poppin_party__413,poppin_party,HAPPY HAPPY PARTY!,69.8,40.0,140.0,1.0,139.6,140.0,official
414,poppin_party__414,poppin_party,夏のドーン！,79.5,61.0,160.0,1.0,159.0,160.0,official
415,poppin_party__415,poppin_party,キミにもらったもの,147.7,47.0,147.0,1.0,147.7,147.0,official
416,poppin_party__416,poppin_party,Light Delight,90.7,112.0,180.0,1.0,181.4,180.0,official
417,poppin_party__417,poppin_party,切ないSandglass,92.3,211.0,183.0,1.0,184.6,183.0,official
418,poppin_party__418,poppin_party,Home Street,105.5,155.0,210.0,1.0,211.0,210.0,official
419,poppin_party__419,poppin_party,What's the POPIPA!?,92.3,220.0,186.0,1.0,184.6,186.0,official
420,poppin_party__420,poppin_party,SAKURA MEMORIES,87.6,177.0,176.0,1.0,175.2,176.0,official
421,poppin_party__421,poppin_party,アニバーサリー,84.7,202.0,170.0,1.0,169.4,170.0,official
422,poppin_party__422,poppin_party,Tomorrow's Door,89.1,701.0,177.0,1.0,178.2,177.0,official
423,poppin_party__423,poppin_party,イントロダクション,82.0,381.0,165.0,1.0,164.0,165.0,official
424,poppin_party__424,poppin_party,TARINAI,95.7,650.0,190.0,1.0,191.4,190.0,official
425,poppin_party__425,poppin_party,DOKI DOKI SCARY,143.6,643.0,142.0,1.0,143.6,142.0,official
426,poppin_party__426,poppin_party,Photograph,152.0,294.0,150.0,1.0,152.0,150.0,official
427,poppin_party__427,poppin_party,夏に閉じこめて,95.7,354.0,190.0,1.0,191.4,190.0,official
428,poppin_party__428,poppin_party,ぽっぴん'どりーむ！,99.4,390.0,200.0,1.0,198.8,200.0,official
429,poppin_party__429,poppin_party,星の約束,87.6,391.0,175.0,1.0,175.2,175.0,official
430,poppin_party__430,poppin_party,新しい季節に,126.0,490.0,125.0,1.0,126.0,125.0,official
431,poppin_party__431,poppin_party,トレモロアイズ,82.0,599.0,165.0,1.0,164.0,165.0,official
432,poppin_party__432,poppin_party,雨上がり、キミと,94.0,614.0,188.0,1.0,188.0,188.0,official
433,poppin_party__433,poppin_party,花咲く未来に,69.8,625.0,140.0,1.0,139.6,140.0,official
434,poppin_party__434,poppin_party,Live Beyond!!,95.7,326.0,190.0,1.0,191.4,190.0,official
435,poppin_party__435,poppin_party,Sweets BAN!,156.6,312.0,156.0,1.0,156.6,156.0,official
436,poppin_party__436,poppin_party,キミが始まる！,89.1,,,,178.2,178.2,estimated
437,poppin_party__437,poppin_party,Moonlight Walk,95.7,447.0,190.0,1.0,191.4,190.0,official
438,poppin_party__438,poppin_party,ここから先は歌にならない,95.7,349.0,190.0,1.0,191.4,190.0,official
439,poppin_party__439,poppin_party,青春 To Be Continued,132.5,557.0,134.0,1.0,132.5,134.0,official
440,poppin_party__440,poppin_party,Future Place,92.3,452.0,183.0,1.0,184.6,183.0,official
441,poppin_party__441,poppin_party,大好き！,166.7,433.0,165.0,1.0,166.7,165.0,official
442,poppin_party__442,poppin_party,Five Letters,129.2,469.0,128.0,1.0,129.2,128.0,official
443,poppin_party__443,poppin_party,最強☆ソング,90.7,493.0,180.0,1.0,181.4,180.0,official
444,poppin_party__444,poppin_party,RiNG A BELL,90.7,476.0,182.0,1.0,181.4,182.0,official
445,poppin_party__445,poppin_party,Drive Your Heart,147.7,712.0,150.0,1.0,147.7,150.0,official
446,poppin_party__446,poppin_party,とっておきAnswer,95.7,669.0,192.0,1.0,191.4,192.0,official
447,poppin_party__447,poppin_party,START!! True dreams,89.1,765.0,178.0,1.0,178.2,178.0,official
448,poppin_party__448,poppin_party,どきどきデエト,92.3,768.0,186.0,1.0,184.6,186.0,official
449,poppin_party__449,poppin_party,チョコレイトの低音レシピ,95.7,58.0,96.0,1.0,191.4,96.0,official
450,poppin_party__450,poppin_party,Chu Chueen!,105.5,554.0,210.0,1.0,211.0,210.0,official
451,poppin_party__451,poppin_party,どきどきSING OUT!,97.5,51.0,194.0,1.0,195.0,194.0,official
452,poppin_party__452,poppin_party,Freedom,79.5,415.0,160.0,1.0,159.0,160.0,official
453,poppin_party__453,poppin_party,Game Changer,99.4,782.0,198.0,1.0,198.8,198.0,official
454,poppin_party__454,poppin_party,花園電気ギター！！！,94.0,57.0,188.0,1.0,188.0,188.0,official
455,poppin_party__455,poppin_party,す、好きなんかじゃない！,83.4,80.0,166.0,1.0,166.8,166.0,official
456,poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,84.7,74.0,168.0,1.0,169.4,168.0,official
457,poppin_party__457,poppin_party,ほな！,184.6,527.0,186.0,1.0,184.6,186.0,official
458,poppin_party__458,poppin_party,世界中の青空をあつめて,97.5,741.0,194.0,1.0,195.0,194.0,official
459,poppin_party__459,poppin_party,勇気Limit！,112.3,371.0,224.0,1.0,112.3,224.0,official
460,poppin_party__460,poppin_party,開けたらDream!,139.7,240.0,140.0,1.0,139.7,140.0,official
461,poppin_party__461,poppin_party,絆色のアンサンブル,94.0,353.0,189.0,2.0,188.0,189.0,official
462,poppin_party__462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),95.7,181.0,190.0,1.0,191.4,190.0,official
463,poppin_party__463,poppin_party,ちゅ、多様性。 (Cover),152.0,626.0,153.0,1.0,152.0,153.0,official
464,poppin_party__464,poppin_party,フィクション (Cover),123.0,678.0,246.0,1.0,123.0,246.0,official
465,poppin_party__465,poppin_party,幾億光年 (Cover),95.7,653.0,95.5,2.0,191.4,95.5,official
466,poppin_party__466,poppin_party,心絵 (Cover),95.7,502.0,190.0,1.0,191.4,190.0,official
467,poppin_party__467,poppin_party,じょいふる (Cover),79.5,744.0,159.0,1.0,159.0,159.0,official
468,poppin_party__468,poppin_party,MATSURI BAYASHI (Cover),152.0,774.0,153.0,2.0,152.0,153.0,official
469,poppin_party__469,poppin_party,私は最強 (Cover),95.7,566.0,192.0,1.0,191.4,192.0,official
470,poppin_party__470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),136.0,538.0,137.0,1.0,136.0,137.0,official
471,poppin_party__471,poppin_party,夜行性ハイズ (Cover),132.5,173.0,132.0,1.0,132.5,132.0,official
472,poppin_party__472,poppin_party,メランコリック (Cover),139.7,100.0,140.0,1.0,139.7,140.0,official
473,poppin_party__473,poppin_party,怪獣の花唄 (Cover),74.9,594.0,150.0,1.0,149.8,150.0,official
474,poppin_party__474,poppin_party,光るなら (Cover),79.5,42.0,160.0,1.0,159.0,160.0,official
475,poppin_party__475,poppin_party,ミュージック・アワー (Cover),136.0,209.0,135.0,1.0,136.0,135.0,official
476,poppin_party__476,poppin_party,only my railgun (Cover),143.6,67.0,143.0,1.0,143.6,143.0,official
477,poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),84.7,138.0,170.0,1.0,169.4,170.0,official
478,poppin_party__478,poppin_party,Daydream café (Cover),147.7,190.0,150.0,1.0,147.7,150.0,official
479,poppin_party__479,poppin_party,君じゃなきゃダメみたい (Cover),132.5,86.0,131.0,1.0,132.5,131.0,official
480,poppin_party__480,poppin_party,＊〜アスタリスク〜 (Cover),129.2,480.0,128.0,1.0,129.2,128.0,official
481,poppin_party__481,poppin_party,DAYS of DASH (Cover),79.5,351.0,160.0,1.0,159.0,160.0,official
482,poppin_party__482,poppin_party,檄！帝国華撃団 (Cover),71.8,179.0,143.0,1.0,143.6,143.0,official
483,poppin_party__483,poppin_party,DAYS (Cover),136.0,120.0,135.0,1.0,136.0,135.0,official
484,poppin_party__484,poppin_party,ディスカバリー！ (Cover),86.1,199.0,172.0,1.0,172.2,172.0,official
485,poppin_party__485,poppin_party,チェリボム (Cover),95.7,196.0,190.0,1.0,191.4,190.0,official
486,poppin_party__486,poppin_party,ヴァンパイア (Cover),82.0,403.0,164.0,1.0,164.0,164.0,official
487,poppin_party__487,poppin_party,怪物 (Cover),84.7,382.0,170.0,1.0,169.4,170.0,official
488,poppin_party__488,poppin_party,大河よ共に泣いてくれ (Cover),87.6,343.0,174.0,1.0,175.2,174.0,official
489,poppin_party__489,poppin_party,空色デイズ (Cover),87.6,8.0,174.0,1.0,175.2,174.0,official
490,raise_a_suilen__490,raise_a_suilen,Invincible Fighter,99.4,448.0,197.0,1.0,198.8,197.0,official
491,raise_a_suilen__491,raise_a_suilen,A DECLARATION OF ×××,152.0,203.0,150.0,1.0,152.0,150.0,official
492,raise_a_suilen__492,raise_a_suilen,SOUL SOLDIER,95.7,432.0,192.0,1.0,191.4,192.0,official
493,raise_a_suilen__493,raise_a_suilen,UNSTOPPABLE,84.7,194.0,170.0,1.0,169.4,170.0,official
494,raise_a_suilen__494,raise_a_suilen,HELL! or HELL?,99.4,359.0,197.0,1.0,198.8,197.0,official
495,raise_a_suilen__495,raise_a_suilen,Beautiful Birthday,87.6,288.0,175.0,1.0,175.2,175.0,official
496,raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,92.3,449.0,92.0,1.0,184.6,92.0,official
497,raise_a_suilen__497,raise_a_suilen,DRIVE US CRAZY,105.5,413.0,210.0,1.0,211.0,210.0,official
498,raise_a_suilen__498,raise_a_suilen,!NVADE SHOW!,84.7,289.0,169.0,1.0,169.4,169.0,official
499,raise_a_suilen__499,raise_a_suilen,REIGNING,90.7,693.0,182.0,1.0,181.4,182.0,official
500,raise_a_suilen__500,raise_a_suilen,EXPOSE ‘Burn out!!!’,95.7,247.0,190.0,1.0,191.4,190.0,official
501,raise_a_suilen__501,raise_a_suilen,R・I・O・T,139.7,160.0,140.0,1.0,139.7,140.0,official
502,raise_a_suilen__502,raise_a_suilen,V.I.P MONSTER,172.3,606.0,172.0,1.0,172.3,172.0,official
503,raise_a_suilen__503,raise_a_suilen,mind of Prominence,94.0,301.0,188.0,1.0,188.0,188.0,official
504,raise_a_suilen__504,raise_a_suilen,Ray of hope,126.0,579.0,127.0,1.0,126.0,127.0,official
505,raise_a_suilen__505,raise_a_suilen,EXIST,139.7,325.0,140.0,6.0,139.7,140.0,official
506,raise_a_suilen__506,raise_a_suilen,Sacred world,70.8,360.0,142.0,1.0,141.6,142.0,official
507,raise_a_suilen__507,raise_a_suilen,-N-E-M-E-S-I-S-,143.6,505.0,145.0,1.0,143.6,145.0,official
508,raise_a_suilen__508,raise_a_suilen,DANCING DARING,94.0,495.0,188.0,1.0,188.0,188.0,official
509,raise_a_suilen__509,raise_a_suilen,BATTLE CRY,94.0,549.0,188.0,1.0,188.0,188.0,official
510,raise_a_suilen__510,raise_a_suilen,Domination to world,99.4,339.0,200.0,1.0,198.8,200.0,official
511,raise_a_suilen__511,raise_a_suilen,THE WAY OF LIFE,84.7,440.0,170.0,1.0,169.4,170.0,official
512,raise_a_suilen__512,raise_a_suilen,灼熱 Bonfire!,156.6,348.0,155.0,1.0,156.6,155.0,official
513,raise_a_suilen__513,raise_a_suilen,Repaint,103.4,399.0,205.0,1.0,206.8,205.0,official
514,raise_a_suilen__514,raise_a_suilen,Life on the Lotus,136.0,602.0,203.0,3.0,136.0,203.0,official
515,raise_a_suilen__515,raise_a_suilen,CORUSCATE -DNA-,147.7,383.0,148.0,1.0,147.7,148.0,official
516,raise_a_suilen__516,raise_a_suilen,That Is How I Roll!,90.7,26.0,180.0,1.0,181.4,180.0,official
517,raise_a_suilen__517,raise_a_suilen,しゅわりん☆どり～みん,87.6,32.0,176.0,1.0,175.2,176.0,official
518,raise_a_suilen__518,raise_a_suilen,パスパレボリューションず☆,87.6,33.0,174.0,1.0,175.2,174.0,official
519,raise_a_suilen__519,raise_a_suilen,えがおのオーケストラっ！,139.7,35.0,138.0,1.0,139.7,138.0,official
520,raise_a_suilen__520,raise_a_suilen,Don't be afraid!,90.7,41.0,180.0,1.0,181.4,180.0,official
